studentNo,fName,lName,gender,Program,address,inResidence,highschool,transcript,academicStanding,birthday
77,Emilia,Jaylin,M,Electrical Engineering,"5429 Dewy Island Circuit, New Rome, Ontario, L3S-3N2, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Emilia, Jaylin, 5429 Dewy Island Circuit, New Rome, Ontario, L3S-3N2, CA, 77, 1988-07-25, Electrical Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,1988-07-25
78,Maverick,Kaila,F,Electrical Engineering,"7918 Lazy Road, Twig, Ontario, L3E-1O6, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Maverick, Kaila, 7918 Lazy Road, Twig, Ontario, L3E-1O6, CA, 78, 1999-09-09, Electrical Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear ,1999-09-09
79,Violet,Sam,M,Electrical Engineering,"1886 Broad Thicket, Knob Noster, Ontario, M7A-5S6, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Violet, Sam, 1886 Broad Thicket, Knob Noster, Ontario, M7A-5S6, CA, 79, 1986-05-02, Electrical Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,1986-05-02
80,David,Alyson,F,Mechatronics Engineering,"7756 Rustic Grove By-pass, Splitlog, Ontario, M4E-1R2, CA",0,"White Oaks High School, Oakville, Ontario","David, Alyson, 7756 Rustic Grove By-pass, Splitlog, Ontario, M4E-1R2, CA, 80, 1988-02-09, Mechatronics Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,1988-02-09
81,Emily,Solomon,F,Mechatronics Engineering,"6355 Sleepy Woods, Antler, Ontario, P1Z-6E5, CA",1,"White Oaks High School, Oakville, Ontario","Emily, Solomon, 6355 Sleepy Woods, Antler, Ontario, P1Z-6E5, CA, 81, 1987-03-13, Mechatronics Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1987-03-13
82,Josiah,Fiona,M,Software Engineering,"8822 Middle Brook Crescent, Hogshooter, Ontario, K7N-7R5, CA",0,"White Oaks High School, Oakville, Ontario","Josiah, Fiona, 8822 Middle Brook Crescent, Hogshooter, Ontario, K7N-7R5, CA, 82, 1997-04-03, Software Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,1997-04-03
83,Eliana,Moses,F,Software Engineering,"7534 Cozy Extension, Fancy, Ontario, P4B-3Y5, CA",0,"White Oaks High School, Oakville, Ontario","Eliana, Moses, 7534 Cozy Extension, Fancy, Ontario, P4B-3Y5, CA, 83, 1988-07-11, Software Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1988-07-11
84,Elias,Tania,M,Software Engineering,"7746 Hazy End, Nacogdoches, Ontario, K1E-7O2, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Elias, Tania, 7746 Hazy End, Nacogdoches, Ontario, K1E-7O2, CA, 84, 1992-09-02, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1992-09-02
85,Stella,Melvin,F,Software Engineering,"2744 Red Branch Private, Chain o\' Lakes, Ontario, M7R-1C7, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Stella, Melvin, 2744 Red Branch Private, Chain o\' Lakes, Ontario, M7R-1C7, CA, 85, 2003-11-23, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,2003-11-23
86,Jaxon,Charity,F,Electrical Engineering,"9726 Hidden Pony Promenade, Woodenhawk, Ontario, N9X-0W2, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Jaxon, Charity, 9726 Hidden Pony Promenade, Woodenhawk, Ontario, N9X-0W2, CA, 86, 1985-01-30, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1985-01-30
87,Maya,Sawyer,M,Electrical Engineering,"6458 Foggy Hill, Inlikita, Ontario, M4V-2C7, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Maya, Sawyer, 6458 Foggy Hill, Inlikita, Ontario, M4V-2C7, CA, 87, 1990-06-17, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,1990-06-17
88,Kai,Pamela,F,Electrical Engineering,"791 Sunny Autoroute, Piddleville, Ontario, L3U-3D0, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Kai, Pamela, 791 Sunny Autoroute, Piddleville, Ontario, L3U-3D0, CA, 88, 1988-06-22, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1988-06-22
89,Paisley,Kendrick,M,Mechatronics Engineering,"5040 Clear Lake Bank, Roddy, Ontario, K5L-0W2, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Paisley, Kendrick, 5040 Clear Lake Bank, Roddy, Ontario, K5L-0W2, CA, 89, 1994-11-19, Mechatronics Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1994-11-19
90,Anthony,Joy,F,Mechatronics Engineering,"2869 Old Fawn Trail, Bald Knobs, Ontario, P0N-5L7, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Anthony, Joy, 2869 Old Fawn Trail, Bald Knobs, Ontario, P0N-5L7, CA, 90, 2003-08-21, Mechatronics Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,2003-08-21
91,Everly,Issac,F,Software Engineering,"9575 Grand Leaf Limits, Gas City, Ontario, P0P-1O1, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Everly, Issac, 9575 Grand Leaf Limits, Gas City, Ontario, P0P-1O1, CA, 91, 1987-12-15, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1987-12-15
92,Isaiah,Colleen,M,Software Engineering,"4541 Emerald Bay, Shin Pond, Ontario, K3D-3Y4, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Isaiah, Colleen, 4541 Emerald Bay, Shin Pond, Ontario, K3D-3Y4, CA, 92, 1989-05-25, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1989-05-25
93,Addison,Ahmad,F,Software Engineering,"7182 Bright Mount, Strong, Ontario, K3N-6U9, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Addison, Ahmad, 7182 Bright Mount, Strong, Ontario, K3N-6U9, CA, 93, 1991-10-04, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1991-10-04
94,Eli,Madisyn,M,Software Engineering,"6706 Silent Spring Place, Cowbell Corners, Ontario, P6E-1E5, CA",0,"Westside Secondary School, Orangeville, Ontario","Eli, Madisyn, 6706 Silent Spring Place, Cowbell Corners, Ontario, P6E-1E5, CA, 94, 2001-12-18, Software Engineering, Westside Secondary School, Orangeville, Ontario, ",Clear ,2001-12-18
95,Ryleigh,Blaine,F,Electrical Engineering,"7087 Blue Blossom Wood, Tenafly, Ontario, N1W-3U2, CA",1,"Sinclair Secondary School, Whitby, Ontario","Ryleigh, Blaine, 7087 Blue Blossom Wood, Tenafly, Ontario, N1W-3U2, CA, 95, 2000-09-20, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2000-09-20
96,John,Rhiannon,F,Electrical Engineering,"684 Rocky Bend, Butts Corner, Ontario, M7P-1S2, CA",0,"Sinclair Secondary School, Whitby, Ontario","John, Rhiannon, 684 Rocky Bend, Butts Corner, Ontario, M7P-1S2, CA, 96, 1989-11-10, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1989-11-10
97,Ivy,Holden,M,Electrical Engineering,"4162 Jagged Beacon Freeway, Lonelyville, Ontario, N9C-6T7, CA",0,"Sinclair Secondary School, Whitby, Ontario","Ivy, Holden, 4162 Jagged Beacon Freeway, Lonelyville, Ontario, N9C-6T7, CA, 97, 1992-02-26, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1992-02-26
98,Joseph,Jaclyn,F,Mechatronics Engineering,"5481 Harvest View Gate, Congruity, Ontario, M5W-9I4, CA",0,"Sinclair Secondary School, Whitby, Ontario","Joseph, Jaclyn, 5481 Harvest View Gate, Congruity, Ontario, M5W-9I4, CA, 98, 1995-03-23, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1995-03-23
99,Grace,Braeden,M,Mechatronics Engineering,"5217 Honey Cider Turnabout, Effort, Ontario, N3Q-8Q9, CA",0,"Sinclair Secondary School, Whitby, Ontario","Grace, Braeden, 5217 Honey Cider Turnabout, Effort, Ontario, N3Q-8Q9, CA, 99, 1998-08-09, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1998-08-09
100,Matthew,Kiley,F,Software Engineering,"2040 Little Creek Avenue, Jerkwater, Ontario, N8O-3A8, CA",1,"Sinclair Secondary School, Whitby, Ontario","Matthew, Kiley, 2040 Little Creek Avenue, Jerkwater, Ontario, N8O-3A8, CA, 100, 1995-07-05, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1995-07-05
101,Hannah,Charlie,F,Software Engineering,"7415 Shady Villas, Chuloonawick, Ontario, L4S-5W5, CA",0,"Sinclair Secondary School, Whitby, Ontario","Hannah, Charlie, 7415 Shady Villas, Chuloonawick, Ontario, L4S-5W5, CA, 101, 1997-10-13, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1997-10-13
102,Ezekiel,Ellen,M,Software Engineering,"7007 Heather Manor, Kodiak, Ontario, K2G-7W1, CA",1,"Sinclair Secondary School, Whitby, Ontario","Ezekiel, Ellen, 7007 Heather Manor, Kodiak, Ontario, K2G-7W1, CA, 102, 1985-05-01, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1985-05-01
103,Bella,Reed,F,Software Engineering,"9967 Crystal Townline, Breidablick, Ontario, K9J-8M6, CA",1,"Sinclair Secondary School, Whitby, Ontario","Bella, Reed, 9967 Crystal Townline, Breidablick, Ontario, K9J-8M6, CA, 103, 2003-01-10, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2003-01-10
104,Adam,Kaylin,M,Electrical Engineering,"6346 Jagged Path, Skamania, Ontario, N1E-0H7, CA",0,"Sinclair Secondary School, Whitby, Ontario","Adam, Kaylin, 6346 Jagged Path, Skamania, Ontario, N1E-0H7, CA, 104, 1985-05-27, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1985-05-27
105,Naomi,Duncan,F,Electrical Engineering,"1386 Lazy View Highway, Cotopaxi, Ontario, M6V-4M4, CA",0,"Sinclair Secondary School, Whitby, Ontario","Naomi, Duncan, 1386 Lazy View Highway, Cotopaxi, Ontario, M6V-4M4, CA, 105, 1985-06-09, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1985-06-09
106,Caleb,Taryn,F,Electrical Engineering,"1723 Honey Glade, Keyhole, Ontario, M7E-1R5, CA",0,"Sinclair Secondary School, Whitby, Ontario","Caleb, Taryn, 1723 Honey Glade, Keyhole, Ontario, M7E-1R5, CA, 106, 1995-01-01, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1995-01-01
107,Zoe,Franklin,M,Mechatronics Engineering,"9857 Noble Log Bend, Spirit Lake, Ontario, M1W-7Y0, CA",0,"Sinclair Secondary School, Whitby, Ontario","Zoe, Franklin, 9857 Noble Log Bend, Spirit Lake, Ontario, M1W-7Y0, CA, 107, 1991-03-05, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1991-03-05
108,Isaac,Annika,F,Mechatronics Engineering,"5965 Burning Anchor Vale, Top O\'Deep, Ontario, N7I-8O6, CA",1,"Sinclair Secondary School, Whitby, Ontario","Isaac, Annika, 5965 Burning Anchor Vale, Top O\'Deep, Ontario, N7I-8O6, CA, 108, 1996-09-16, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1996-09-16
109,Aaliyah,Jessie,M,Software Engineering,"437 Little Nectar Front, High Lonesome Wells, Ontario, P6U-8H8, CA",1,"Sinclair Secondary School, Whitby, Ontario","Aaliyah, Jessie, 437 Little Nectar Front, High Lonesome Wells, Ontario, P6U-8H8, CA, 109, 1985-08-23, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1985-08-23
110,Theodore,Felicity,F,Software Engineering,"4591 Gentle Isle, Hurricane Grove, Ontario, K9L-4T0, CA",0,"Sinclair Secondary School, Whitby, Ontario","Theodore, Felicity, 4591 Gentle Isle, Hurricane Grove, Ontario, K9L-4T0, CA, 110, 2002-08-30, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2002-08-30
111,Kinsley,Harley,F,Software Engineering,"4399 Hazy Quail Parkway, Nutts, Ontario, M4Y-2K6, CA",0,"Sinclair Secondary School, Whitby, Ontario","Kinsley, Harley, 4399 Hazy Quail Parkway, Nutts, Ontario, M4Y-2K6, CA, 111, 1990-10-26, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1990-10-26
112,Nathan,Tyra,M,Software Engineering,"4429 Rocky Sky Carrefour, Pigeonroost, Ontario, M9Y-6T8, CA",1,"Port Credit Secondary School, Mississauga, Ontario","Nathan, Tyra, 4429 Rocky Sky Carrefour, Pigeonroost, Ontario, M9Y-6T8, CA, 112, 1987-08-08, Software Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear ,1987-08-08
113,Lucy,Jaquan,F,Electrical Engineering,"7538 Quiet Limits, Sublimity City, Ontario, K4B-3M5, CA",0,"Port Credit Secondary School, Mississauga, Ontario","Lucy, Jaquan, 7538 Quiet Limits, Sublimity City, Ontario, K4B-3M5, CA, 113, 1989-02-08, Electrical Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear,1989-02-08
114,Theo,Kiera,M,Electrical Engineering,"8437 Silent Prairie Passage, Zylks, Ontario, N8V-2D8, CA",0,"Aurora High School, Aurora, Ontario","Theo, Kiera, 8437 Silent Prairie Passage, Zylks, Ontario, N8V-2D8, CA, 114, 2000-11-15, Electrical Engineering, Aurora High School, Aurora, Ontario, ",Clear ,2000-11-15
115,Delilah,Jermaine,F,Electrical Engineering,"7590 Amber Moor, Good Thunder, Ontario, M5E-8R8, CA",0,"Aurora High School, Aurora, Ontario","Delilah, Jermaine, 7590 Amber Moor, Good Thunder, Ontario, M5E-8R8, CA, 115, 1993-04-10, Electrical Engineering, Aurora High School, Aurora, Ontario, ",Clear,1993-04-10
116,Thomas,Kiersten,F,Mechatronics Engineering,"5520 Indian Grounds, Skibo, Ontario, K0S-5L3, CA",0,"Bishop Ryan Catholic Secondary School, Hamilton, Ontario","Thomas, Kiersten, 5520 Indian Grounds, Skibo, Ontario, K0S-5L3, CA, 116, 1988-05-10, Mechatronics Engineering, Bishop Ryan Catholic Secondary School, Hamilton, Ontario, ",Clear ,1988-05-10
117,Skylar,Triston,M,Mechatronics Engineering,"1703 Colonial Maze, Hardscrabble, Ontario, K3G-1N6, CA",1,"Sir Winston Churchill Secondary School, Hamilton, Ontario","Skylar, Triston, 1703 Colonial Maze, Hardscrabble, Ontario, K3G-1N6, CA, 117, 1994-06-28, Mechatronics Engineering, Sir Winston Churchill Secondary School, Hamilton, Ontario, ",Clear,1994-06-28
118,Nolan,Halle,F,Software Engineering,"1144 Golden Swale, Increase, Ontario, M6Q-9I6, CA",0,"Sir Winston Churchill Secondary School, St Catharines, Ontario","Nolan, Halle, 1144 Golden Swale, Increase, Ontario, M6Q-9I6, CA, 118, 1990-12-14, Software Engineering, Sir Winston Churchill Secondary School, St Catharines, Ontario, ",Clear ,1990-12-14
119,Leilani,Bennett,M,Software Engineering,"8426 Quaking Autoroute, Rawhide, Ontario, N1F-6R4, CA",0,"Sir Wilfrid Laurier Secondary School, London, Ontario","Leilani, Bennett, 8426 Quaking Autoroute, Rawhide, Ontario, N1F-6R4, CA, 119, 1991-10-03, Software Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear,1991-10-03
120,Waylon,Phoebe,F,Software Engineering,"9109 Middle Way, Catawissa, Ontario, M5X-8W8, CA",0,"Sir Wilfrid Laurier Secondary School, London, Ontario","Waylon, Phoebe, 9109 Middle Way, Catawissa, Ontario, M5X-8W8, CA, 120, 1990-07-27, Software Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear ,1990-07-27
121,Ayla,Randall,F,Software Engineering,"2908 Sleepy Hills Park, Nogo, Ontario, N9D-2Z3, CA",0,"Sir Wilfrid Laurier Secondary School, London, Ontario","Ayla, Randall, 2908 Sleepy Hills Park, Nogo, Ontario, N9D-2Z3, CA, 121, 1991-11-27, Software Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear,1991-11-27
122,Ryan,Kelsie,M,Electrical Engineering,"5414 Easy Willow Mount, Rum Branch, Ontario, N4A-9R6, CA",0,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Ryan, Kelsie, 5414 Easy Willow Mount, Rum Branch, Ontario, N4A-9R6, CA, 122, 1993-03-07, Electrical Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear ,1993-03-07
123,Victoria,Byron,F,Electrical Engineering,"2170 Bright Crossing, Telbasta, Ontario, P4Z-8M7, CA",0,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Victoria, Byron, 2170 Bright Crossing, Telbasta, Ontario, P4Z-8M7, CA, 123, 1996-09-21, Electrical Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear,1996-09-21
124,Easton,Lexi,M,Electrical Engineering,"8222 Red Glen, Antler, Ontario, L3V-4I5, CA",1,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Easton, Lexi, 8222 Red Glen, Antler, Ontario, L3V-4I5, CA, 124, 2001-08-17, Electrical Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear ,2001-08-17
125,Alice,Warren,X,Mechatronics Engineering,"3519 Stony Apple Mall , Battleview, Ontario, K0E-5E7, CA",1,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Alice, Warren, 3519 Stony Apple Mall , Battleview, Ontario, K0E-5E7, CA, 125, 1988-05-06, Mechatronics Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear,1988-05-06
126,Roman,Jayda,F,Mechatronics Engineering,"7516 Dusty Pioneer Knoll, Dead Women Crossing, Ontario, L0N-9A1, CA",1,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Roman, Jayda, 7516 Dusty Pioneer Knoll, Dead Women Crossing, Ontario, L0N-9A1, CA, 126, 1995-01-02, Mechatronics Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear ,1995-01-02
127,Aubrey,Reid,M,Software Engineering,"7654 Cozy Cloud Pathway, Keyapaha, Ontario, N7F-7W5, CA",1,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Aubrey, Reid, 7654 Cozy Cloud Pathway, Keyapaha, Ontario, N7F-7W5, CA, 127, 1990-12-14, Software Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear,1990-12-14
128,Adrian,Maddison,F,Software Engineering,"8548 Grand Campus, Nameless, Ontario, L7Y-7A5, CA",0,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Adrian, Maddison, 8548 Grand Campus, Nameless, Ontario, L7Y-7A5, CA, 128, 2000-07-18, Software Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear ,2000-07-18
129,Savannah,Tate,M,Software Engineering,"207 Tawny Ridge, Oatmeal, Ontario, N0G-2L0, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Savannah, Tate, 207 Tawny Ridge, Oatmeal, Ontario, N0G-2L0, CA, 129, 1994-07-05, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Probation,1994-07-05
130,Miles,Jane,F,Software Engineering,"780 Misty Arbor, Pointblank, Ontario, K4Y-9H4, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Miles, Jane, 780 Misty Arbor, Pointblank, Ontario, K4Y-9H4, CA, 130, 1989-06-06, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear,1989-06-06
131,Serenity,Francis,F,Electrical Engineering,"8435 Foggy Loop, Sam Rayburn, Ontario, L8E-6B1, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Serenity, Francis, 8435 Foggy Loop, Sam Rayburn, Ontario, L8E-6B1, CA, 131, 2003-11-24, Electrical Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear ,2003-11-24
132,Greyson,Precious,M,Electrical Engineering,"9154 Hidden Thicket, Exile, Ontario, M3F-0I9, CA",0,"St Francis Xavier Secondary School, Mississauga, Ontario","Greyson, Precious, 9154 Hidden Thicket, Exile, Ontario, M3F-0I9, CA, 132, 1996-04-03, Electrical Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear,1996-04-03
133,Autumn,Damion,F,Electrical Engineering,"4195 Sunny Grove Route, Poysippi, Ontario, N7R-6D4, CA",1,"St Francis Xavier Secondary School, Mississauga, Ontario","Autumn, Damion, 4195 Sunny Grove Route, Poysippi, Ontario, N7R-6D4, CA, 133, 2000-04-25, Electrical Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear ,2000-04-25
134,Cameron,Karissa,M,Mechatronics Engineering,"6931 Broad Horse Green, Taycheedah, Ontario, P8P-4C0, CA",0,"St Francis Xavier Secondary School, Mississauga, Ontario","Cameron, Karissa, 6931 Broad Horse Green, Taycheedah, Ontario, P8P-4C0, CA, 134, 1990-12-11, Mechatronics Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear,1990-12-11
135,Leah,Ross,F,Mechatronics Engineering,"3996 Lost Wagon Mews, Puddle Town, Ontario, K0R-3G3, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Leah, Ross, 3996 Lost Wagon Mews, Puddle Town, Ontario, K0R-3G3, CA, 135, 1997-01-07, Mechatronics Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1997-01-07
136,Colton,Serenity,F,Software Engineering,"7649 Dewy Goose Turnabout, Shaft Ox Corner, Ontario, L6D-0G0, CA",0,"Western Secondary School, Amherstburg, Ontario","Colton, Serenity, 7649 Dewy Goose Turnabout, Shaft Ox Corner, Ontario, L6D-0G0, CA, 136, 2001-06-02, Software Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear,2001-06-02
137,Sophie,Ezra,M,Software Engineering,"41 Iron Pine Via, Achackwaithle, Ontario, M3I-3W4, CA",0,"Western Secondary School, Amherstburg, Ontario","Sophie, Ezra, 41 Iron Pine Via, Achackwaithle, Ontario, M3I-3W4, CA, 137, 1991-08-08, Software Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear ,1991-08-08
